title,link,info
A Coordinate-Free Construction of Scalable Natural Gradient,['https://www.semanticscholar.org/paper/A-Coordinate-Free-Construction-of-Scalable-Natural-Luk-Grosse/2472268b5e5f52a640bb6ac802c68c10f59a3c7d'],"[{'Citations': 8, 'Background Citations': '4', 'Methods Citations': '4'}]"
Evaluating and Calibrating Uncertainty Prediction in Regression Tasks,['https://www.semanticscholar.org/paper/Evaluating-and-Calibrating-Uncertainty-Prediction-Levi-Gispan/42523826622d28a502a4c527c75318828ebb4ed0'],"[{'Citations': 26, 'Highly Influential Citations': '5', 'Background Citations': '16', 'Methods Citations': '10', 'Results Citations': '2'}]"
Modeling Winner-Take-All Competition in Sparse Binary Projections,['https://www.semanticscholar.org/paper/Modeling-Winner-Take-All-Competition-in-Sparse-Li/9fadabe716057f5f375438bd2c7337f3540c3a12'],"[{'Citations': 3, 'Background Citations': '1', 'Methods Citations': '1'}]"
When Robustness Doesn���t Promote Robustness: Synthetic vs. Natural Distribution Shifts on ImageNet,['https://www.semanticscholar.org/paper/When-Robustness-Doesn%E2%80%99t-Promote-Robustness%3A-vs.-on-Taori-Dave/13b143b0c88044cb6e2ee84dcd2ee2817120ff64'],"[{'Citations': 6, 'Highly Influential Citations': '2', 'Background Citations': '3', 'Methods Citations': '2', 'Results Citations': '2'}]"
Perturbations are not Enough: Generating Adversarial Examples with Spatial Distortions,['https://www.semanticscholar.org/paper/Perturbations-are-not-Enough%3A-Generating-Examples-Zhao-Le/7e69287ac94ecb2af7fbec1cad0c773ea3193de9'],"[{'Citations': 3, 'Background Citations': '2'}]"
Visual Explanation for Deep Metric Learning,['https://www.semanticscholar.org/paper/Visual-Explanation-for-Deep-Metric-Learning-Zhu-Yang/388d5b1f40559d98d596798963f3ad59f2bccc81'],"[{'Citations': 7, 'Background Citations': '1', 'Methods Citations': '4', 'Results Citations': '1'}]"
Continual Learning via Neural Pruning,['https://www.semanticscholar.org/paper/Continual-Learning-via-Neural-Pruning-Golkar-Kagan/2d20ca90b7f7db0a29b4f9a1118c73f08b82fbda'],"[{'Citations': 43, 'Highly Influential Citations': '5', 'Background Citations': '23', 'Methods Citations': '18', 'Results Citations': '1'}]"
Continual Learning using the SHDL Framework with Skewed Replay Distributions,['https://www.semanticscholar.org/paper/Continual-Learning-using-the-SHDL-Framework-with-Singh-Mcclelland/a802d343389d607ef584375ca131bf055bee088a'],[{'Citations': 0}]
Goten: GPU-Outsourcing Trusted Execution of Neural Network Training and Prediction,['https://www.semanticscholar.org/paper/Goten%3A-GPU-Outsourcing-Trusted-Execution-of-Neural-Ng-Chow/a2b8ae4653c712effb19b070c8898518c009214e'],"[{'Citations': 5, 'Background Citations': '3', 'Methods Citations': '1'}]"
One-way prototypical networks,['https://www.semanticscholar.org/paper/One-Way-Prototypical-Networks-Kruspe/fc68e22bdb22715408d6d45e3ce4ddc42f687a75'],"[{'Citations': 7, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '1'}]"
FLUID FLOW MASS TRANSPORT FOR GENERATIVE NETWORKS,['https://www.semanticscholar.org/paper/Fluid-Flow-Mass-Transport-for-Generative-Networks-Lin-Lensink/740c8180f626c64718e87c8a2521b7fd7a4ae52b'],"[{'Citations': 5, 'Background Citations': '5', 'Methods Citations': '2'}]"
Generative Imputation and Stochastic Prediction,['https://www.semanticscholar.org/paper/Generative-Imputation-and-Stochastic-Prediction-Kachuee-K%C3%A4rkk%C3%A4inen/19dc932a72bc8384c0bf331eaaec8e1798e7676c'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '1', 'Results Citations': '1'}]"
Denoising Improves Latent Space Geometry in Text Autoencoders,['https://www.semanticscholar.org/paper/Denoising-Improves-Latent-Space-Geometry-in-Text-Shen-Mueller/d9b78341b36a217953937b9f8b704b544187fb38'],[{'Citations': 0}]
Information-Theoretic Local Minima Characterization and Regularization,['https://www.semanticscholar.org/paper/Information-Theoretic-Local-Minima-Characterization-Jia-Su/6083bcfd6c8dc479c07bbe92433e09a686316166'],"[{'Citations': 4, 'Background Citations': '3'}]"
Wider Networks Learn Better Features,['https://www.semanticscholar.org/paper/Wider-Networks-Learn-Better-Features-Gilboa-Gur-Ari/baf61a5d748eb64729fcb271ff8fe3c11d2e61f9'],"[{'Citations': 4, 'Background Citations': '2'}]"
Implicit competitive regularization in GANs,['https://www.semanticscholar.org/paper/Implicit-competitive-regularization-in-GANs-Sch%C3%A4fer-Zheng/b823bfaf1497eba27c52c41978482e790ca49f2b'],"[{'Citations': 15, 'Highly Influential Citations': '1', 'Background Citations': '7', 'Methods Citations': '4', 'Results Citations': '1'}]"
Efficient Content-Based Sparse Attention with Routing Transformers,['https://www.semanticscholar.org/paper/Efficient-Content-Based-Sparse-Attention-with-Roy-Saffar/657329c633709dd1ac34a30d57341b186b1a47c2'],"[{'Citations': 92, 'Highly Influential Citations': '11', 'Background Citations': '51', 'Methods Citations': '23', 'Results Citations': '2'}]"
Balancing Cost and Benefit with Tied-Multi Transformers,['https://www.semanticscholar.org/paper/Balancing-Cost-and-Benefit-with-Tied-Multi-Dabre-Rubino/5824756ace91f1dd552caab2365ed734cc303b2a'],"[{'Citations': 2, 'Background Citations': '1'}]"
Learning to Learn Kernels with Variational Random Features,['https://www.semanticscholar.org/paper/Learning-to-Learn-Kernels-with-Variational-Random-Zhen-Sun/ca84ead69bac092ddc911b956b198ce4a8542946'],"[{'Citations': 12, 'Background Citations': '6', 'Methods Citations': '5'}]"
Learning Numeral Embedding,['https://www.semanticscholar.org/paper/Learning-Numeral-Embedding-Jiang-Nian/55596cdc41004c50505800aa427ee9d7d2a8c1e0'],"[{'Citations': 1, 'Highly Influential Citations': '1', 'Background Citations': '1', 'Methods Citations': '1'}]"
UNITER: Learning UNiversal Image-TExt Representations,['https://www.semanticscholar.org/paper/UNITER%3A-Learning-UNiversal-Image-TExt-Chen-Li/54416048772b921720f19869ed11c2a360589d03'],"[{'Citations': 183, 'Highly Influential Citations': '40', 'Background Citations': '105', 'Methods Citations': '82', 'Results Citations': '13'}]"
"Fast Linear Interpolation for Piecewise-Linear Functions, GAMs, and Deep Lattice Networks",['https://www.semanticscholar.org/paper/Fast-Linear-Interpolation-Zhang-Canini/33b18e0478f95ff84d295963448449f23d5d9227'],[{'Citations': 0}]
BUZz: BUffer Zones for defending  adversarial examples in image classification,['https://www.semanticscholar.org/paper/BUZz%3A-BUffer-Zones-for-defending-adversarial-in-Nguyen-Mahmood/def84654e8944e5494fd939bb7e3e3ba4389e4c7'],"[{'Citations': 4, 'Background Citations': '2', 'Methods Citations': '2'}]"
Domain Aggregation Networks for Multi-Source Domain Adaptation,['https://www.semanticscholar.org/paper/Domain-Aggregation-Networks-for-Multi-Source-Domain-Wen-Greiner/a832a9582586ba218cd60a151d91547d674319d5'],"[{'Citations': 16, 'Highly Influential Citations': '6', 'Background Citations': '9', 'Methods Citations': '6', 'Results Citations': '3'}]"
Blockwise Adaptivity:  Faster Training and Better Generalization in Deep Learning,['https://www.semanticscholar.org/paper/Blockwise-Adaptivity%3A-Faster-Training-and-Better-in-Zheng-Kwok/55403aa348bde7e445e3710a64833b2ce9a0a71b'],[{'Citations': 0}]
Self-Educated Language Agent with Hindsight Experience Replay for Instruction Following,['https://www.semanticscholar.org/paper/Self-Educated-Language-Agent-with-Hindsight-Replay-Cideron-Seurin/e43dbd76c0c7d5c4b8efa3e1fec2ea6dca65f0e3'],"[{'Citations': 16, 'Highly Influential Citations': '2', 'Background Citations': '8', 'Methods Citations': '5'}]"
MONET: Debiasing Graph Embeddings via the Metadata-Orthogonal Training Unit,['https://www.semanticscholar.org/paper/MONET%3A-Debiasing-Graph-Embeddings-via-the-Training-Palowitch-Perozzi/ab93d44655a57f5f64fdbba437e5a3715e40c863'],"[{'Citations': 5, 'Background Citations': '3', 'Methods Citations': '1'}]"
DYNAMIC SELF-TRAINING FRAMEWORK  FOR GRAPH CONVOLUTIONAL NETWORKS,['https://www.semanticscholar.org/paper/Dynamic-Self-training-Framework-for-Graph-Networks-Zhou-Zhang/ae29a868b87328fff4ff01e1a467e570f10b966b'],"[{'Citations': 4, 'Background Citations': '1'}]"
TOWARDS FEATURE SPACE ADVERSARIAL ATTACK,['https://www.semanticscholar.org/paper/Towards-Feature-Space-Adversarial-Attack-Xu-Tao/4d3e1c4b597a44e7f020e911636f7ccc739df3d3'],"[{'Citations': 5, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '1', 'Results Citations': '1'}]"
DIVA: Domain Invariant Variational Autoencoder,['https://www.semanticscholar.org/paper/DIVA%3A-Domain-Invariant-Variational-Autoencoder-Ilse-Tomczak/802f21937639dddd49eeaad800faef3ee5d4cf51'],"[{'Citations': 10, 'Highly Influential Citations': '2', 'Background Citations': '3', 'Methods Citations': '5'}]"
Optimal Attacks on Reinforcement Learning Policies,['https://www.semanticscholar.org/paper/Optimal-Attacks-on-Reinforcement-Learning-Policies-Russo-Prouti%C3%A8re/fe463f18d2515a7052a575beb89e14c93c99e66a'],"[{'Citations': 13, 'Background Citations': '8', 'Methods Citations': '3'}]"
Recurrent Event Network : Global Structure Inference Over Temporal Knowledge Graph,['https://www.semanticscholar.org/paper/Recurrent-Event-Network-%3A-Global-Structure-Over-Jin-Jiang/2474b36db67907dca830e2e4ddea6512e4dd2f5e'],"[{'Citations': 19, 'Highly Influential Citations': '5', 'Background Citations': '9', 'Methods Citations': '8', 'Results Citations': '2'}]"
Continual Learning with Gated Incremental Memories for Sequential Data Processing,['https://www.semanticscholar.org/paper/Continual-Learning-with-Gated-Incremental-Memories-Cossu-Carta/401d6330d0985b48438b9305bf83d1473663ce3c'],"[{'Citations': 10, 'Highly Influential Citations': '2', 'Background Citations': '8', 'Methods Citations': '6'}]"
Context-Aware Object Detection With Convolutional Neural Networks,['https://www.semanticscholar.org/paper/Context-Aware-Object-Detection-With-Convolutional-Yan-Cao/6a56974f53a4d6e4abdf1be2b9596d5a6d617742'],[{'Citations': 0}]
SPROUT: Self-Progressing Robust Training,['https://www.semanticscholar.org/paper/SPROUT%3A-Self-Progressing-Robust-Training-Cheng-Chen/4846d33d2019b7ab361556526c96b9dac0acbd60'],[{'Citations': 0}]
FALCON: Fast and Lightweight Convolution for Compressing and Accelerating CNN,['https://www.semanticscholar.org/paper/FALCON%3A-Fast-and-Lightweight-Convolution-for-and-Quan-Jang/4f609cee4e74f4bd396690025e545fec373725ec'],[{'Citations': 1}]
Domain-Independent Dominance of Adaptive Methods,['https://www.semanticscholar.org/paper/Domain-independent-Dominance-of-Adaptive-Methods-Savarese-McAllester/4c1ff92f761b458a09609cba47f620f87ceede6d'],"[{'Citations': 6, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '2'}]"
Power up! Robust Graph Convolutional Network based on Graph Powering,['https://www.semanticscholar.org/paper/Power-up!-Robust-Graph-Convolutional-Network-based-Jin-Chang/ed9d36eb69e532c614f2466fd5a6ee01e590c6c6'],"[{'Citations': 2, 'Background Citations': '1'}]"
DIME: AN INFORMATION-THEORETIC DIFFICULTY MEASURE FOR AI DATASETS,['https://www.semanticscholar.org/paper/DIME%3A-An-Information-Theoretic-Difficulty-Measure-Zhang-Wang/cd3f6c449d10c9dd6176d6e762ee104904aaccb6'],"[{'Citations': 2, 'Background Citations': '2', 'Methods Citations': '1'}]"
Improved Detection of Adversarial Attacks via Penetration Distortion Maximization,['https://www.semanticscholar.org/paper/Improved-Detection-of-Adversarial-Attacks-via-Rozenberg-Elidan/c93998a954006f72aaf12d5962e877ad2e33c00b'],[{'Citations': 0}]
X-Forest: Approximate Random Projection Trees for Similarity Measurement,['https://www.semanticscholar.org/paper/X-Forest%3A-Approximate-Random-Projection-Trees-for-Zhao-Chen/b3c2627cc3dd977db7ab1cce32a7c1f1e155e29d'],[{'Citations': 0}]
Meta-Learning for Variational Inference,['https://www.semanticscholar.org/paper/Meta-Learning-for-Variational-Inference-Zhang-Li/220527f0d3b956dd19197e301eebedf15df2ec1e'],[{'Citations': 0}]
All Simulations Are Not Equal: Simulation Reweighing for Imperfect Information Games,['https://www.semanticscholar.org/paper/All-Simulations-Are-Not-Equal%3A-Simulation-for-Games-Gong-Tian/f478904457f9b39b351e02a111ca59daa0c3e588'],[{'Citations': 0}]
GRASPEL: GRAPH SPECTRAL LEARNING AT SCALE,['https://www.semanticscholar.org/paper/GRASPEL%3A-Graph-Spectral-Learning-at-Scale-Wang-Zhao/092c499a4fc84d8490e5fae7b180099760b35d41'],[{'Citations': 2}]
Ladder Polynomial Neural Networks,['https://www.semanticscholar.org/paper/Ladder-Polynomial-Neural-Networks-Liu-Gu/d08cf82a67d82b51707e9e2fe3394550c9bddae1'],[{'Citations': 0}]
Diagnosing the Environment Bias in Vision-and-Language Navigation,['https://www.semanticscholar.org/paper/Diagnosing-the-Environment-Bias-in-Navigation-Zhang-Tan/dd2d81e91b051dba756df2fafb79dcb4aac7d057'],"[{'Citations': 11, 'Background Citations': '7', 'Methods Citations': '3'}]"
Entropy Minimization In Emergent Languages,['https://www.semanticscholar.org/paper/Entropy-Minimization-In-Emergent-Languages-Kharitonov-Chaabouni/313860ca6c4427cd6a0eff9a87997a840b632651'],"[{'Citations': 9, 'Background Citations': '5', 'Methods Citations': '1'}]"
Improving SAT Solver Heuristics with Graph Networks and Reinforcement Learning,['https://www.semanticscholar.org/paper/Improving-SAT-Solver-Heuristics-with-Graph-Networks-Kurin-Godil/8045f05628d588a7b6c59898cdc4070978975cad'],"[{'Citations': 10, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '3', 'Results Citations': '1'}]"
Toward Understanding The Effect of Loss Function on The Performance of Knowledge Graph Embedding,['https://www.semanticscholar.org/paper/Toward-Understanding-The-Effect-Of-Loss-function-On-Nayyeri-Xu/2223bb820e456b4638f127f0d21164b80f69b2e0'],"[{'Citations': 6, 'Background Citations': '3'}]"
Multi-Precision Policy Enforced Training (MuPPET) : A precision-switching strategy for quantised fixed-point training of CNNs,['https://www.semanticscholar.org/paper/Multi-Precision-Policy-Enforced-Training-(MuPPET)%3A-Rajagopal-Vink/08e6b491579b0a4297fc69dba8e139ec4480fcbe'],"[{'Citations': 5, 'Background Citations': '1', 'Methods Citations': '1'}]"
Variational Autoencoders for Opponent Modeling in Multi-Agent Systems,['https://www.semanticscholar.org/paper/Variational-Autoencoders-for-Opponent-Modeling-in-Papoudakis-Albrecht/886f9e4e78b13db6b965388f7fe044ea8c5c0f61'],"[{'Citations': 3, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '2'}]"
Continual Deep Learning by Functional Regularisation of Memorable Past,['https://www.semanticscholar.org/paper/Continual-Deep-Learning-by-Functional-of-Memorable-Pan-Swaroop/a61fbcf925485f5b42e0dd185776342862836932'],"[{'Citations': 22, 'Highly Influential Citations': '1', 'Background Citations': '8', 'Methods Citations': '7', 'Results Citations': '2'}]"
Deep Multi-View Learning via Task-Optimal CCA,['https://www.semanticscholar.org/paper/Deep-Multi-View-Learning-via-Task-Optimal-CCA-Couture-Kwitt/a1bc0528973f53dab6b52ea276bb15b5c6af2e81'],"[{'Citations': 1, 'Background Citations': '1'}]"
Unsupervised Representation Learning by Predicting Random Distances,['https://www.semanticscholar.org/paper/Unsupervised-Representation-Learning-by-Predicting-Wang-Pang/a1850e377567259b3f38a404e5d8f28e7babee5a'],"[{'Citations': 11, 'Highly Influential Citations': '3', 'Background Citations': '5', 'Methods Citations': '7'}]"
Qgraph-bounded Q-learning: Stabilizing Model-Free Off-Policy Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/Qgraph-bounded-Q-learning%3A-Stabilizing-Model-Free-Hoppe-Toussaint/d7e0f08c1a14c4c45a49f01cede20531c0c12ad8'],"[{'Citations': 2, 'Background Citations': '1', 'Methods Citations': '1'}]"
Blockwise Self-Attention for Long Document Understanding,['https://www.semanticscholar.org/paper/Blockwise-Self-Attention-for-Long-Document-Qiu-Ma/2cf3bd0cc1382f35384e259d99e4f9744eeaed28'],"[{'Citations': 45, 'Highly Influential Citations': '2', 'Background Citations': '24', 'Methods Citations': '10'}]"
GroSS Decomposition: Group-Size Series Decomposition for Whole Search-Space Training,['https://www.semanticscholar.org/paper/GroSS-Decomposition%3A-Group-Size-Series-for-Whole-Howard-Jenkins-Li/16e4ade621c0032fc640b636b218b665160cdae2'],[{'Citations': 0}]
On unsupervised-supervised risk and one-class neural networks,['https://www.semanticscholar.org/paper/On-unsupervised-supervised-risk-and-one-class-Cerisara/8f5264b3e8ef59285624b505b034feedad17e0f8'],[{'Citations': 0}]
Shifted Randomized Singular Value Decomposition,['https://www.semanticscholar.org/paper/Shifted-Randomized-Singular-Value-Decomposition-Basirat/053dba36c8f5b329fc3acd314be52aeaad284ba1'],[{'Citations': 0}]
Encoding Musical Style with Transformer Autoencoders,['https://www.semanticscholar.org/paper/Encoding-Musical-Style-with-Transformer-Choi-Hawthorne/199918446424c4cb25146979840a20df93b37168'],"[{'Citations': 25, 'Highly Influential Citations': '3', 'Background Citations': '14', 'Methods Citations': '13', 'Results Citations': '1'}]"
Do Image Classifiers Generalize Across Time?,['https://www.semanticscholar.org/paper/Do-Image-Classifiers-Generalize-Across-Time-Shankar-Dave/b9c5f7200029d9ea93ad1d94f499b9088eaef33f'],"[{'Citations': 19, 'Highly Influential Citations': '1', 'Background Citations': '4', 'Methods Citations': '3'}]"
